Hurricane_Windspeed
90
90
80
80
90
80
80
80
80
80
80
80
80
90
90
80
105
80
90
80
90
80
80
80
80
80
80
80
80
80
80
80
80
80
80
90
80
80
80
80
80
80
80
80
80
80
80
90
90
80
80
80
90
80
80
80
90
80
80
80
80
90
90
80
90
80
90
90
80
80
80
90
80
90
90
90
80
80
90
85
80
85
85
80
80
80
80
80
75
80
80
90
90
80
85
75
90
80
85
80
80
85
80
80
90
80
80
80
80
80
90
80
80
80
80
80
90
80
75
80
80
90
90
75
85
75
75
75
80
85
75
85
85
90
80
90
80
80
80
85
80
80
90
80
90
90
90
80
75
85
90
75
90
90
85
80
85
80
75
80
80
75
90
80
80
80
80
80
80
80
90
80
80
80
75
80
90
80
90
90
75
80
90
75
80
85
85
90
90
85
90
85
85
85
75
85
75
85
80
85
90
80
85
90
80
75
85
90
75
80
85
80
85
85
85
90
75
75
80
85
85
75
75
90
75
80
85
85
90
80
90
80
90
90
80
75
85
90
75
75
75
85
80
90
80
75
85
80
80
75
85
80
90
85
85
80
75
75
90
80
75
85
90
85
85
80
85
75
75
75
80
80
85
85
80
85
80
75
85
75
85
75
75
80
85
75
75
85
85
80
75
75
80
90
75
85
85
80
80
90
80
80
75
90
85
90
75
75
75
75
75
90
85
80
80
75
85
75
90
85
90
75
80
80
85
85
85
85
75
80
75
90
85
80
80
90
90
85
80
85
80
85
85
85
85
80
85
90
80
75
90
75
80
90
90
75
75
75
85
75
75
90
85
90
85
75
75
90
80
90
90
75
90
90
75
90
75
80
85
75
105
105
105
105
105
105
105
105
105
105
105
100
100
110
100
100
110
110
105
100
110
100
100
100
100
100
110
105
110
110
105
110
110
105
100
100
110
105
110
100
105
105
105
110
100
110
110
100
105
105
110
100
110
105
105
110
110
105
105
105
110
105
110
110
105
105
105
100
100
100
105
100
105
105
105
105
105
100
100
105
110
110
100
110
100
110
110
105
100
105
105
105
110
100
100
105
100
110
110
105
100
105
110
105
100
100
100
110
105
100
110
105
105
110
110
105
105
110
110
100
105
100
100
105
105
105
105
100
110
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
105
100
100
100
100
100
100
105
100
105
110
100
105
110
100
100
100
100
100
100
100
100
100
100
NA
110
105
100
100
100
100
100
110
100
105
110
100
105
100
105
100
110
100
105
100
110
105
100
105
110
100
100
100
100
100
105
110
110
105
110
100
110
100
110
105
110
105
105
110
105
100
100
110
110
100
105
100
105
105
110
105
100
100
115
115
115
125
125
115
125
125
115
125
115
115
115
115
115
115
115
115
115
115
115
125
125
125
125
125
120
115
120
120
120
125
125
120
125
120
115
120
120
115
120
120
115
125
115
120
120
120
120
120
120
115
120
120
120
115
120
120
115
120
120
120
120
125
120
120
120
120
115
125
125
125
115
120
125
120
125
120
115
120
120
115
120
120
125
125
115
120
115
115
120
115
115
115
125
120
120
125
120
115
115
120
115
125
120
120
125
115
125
115
115
115
125
120
115
115
115
120
115
125
120
125
120
115
115
115
115
115
120
115
115
125
115
125
120
115
125
125
120
120
115
115
120
120
125
120
125
120
115
115
115
120
125
115
115
115
115
125
115
115
120
125
115
115
105
150
150
140
140
150
140
140
150
130
130
130
150
145
130
150
145
145
130
150
150
140
140
140
150
150
155
155
130
150
145
140
140
140
130
140
140
130
140
145
130
145
130
130
130
165
160
160
175
160
160
185
160
160
160
175
160
165
165
160
175
160
175
175
190
185
160
175
180
165
165
160
175
180
185
175
175
165
180
175
160
185
160
160
165
165
180
