Institution,CatalogNo,Long,Lat,Genus,Species,Mass.g
MVZ,67515,-116.04664,41.77714,Picoides,villosus,75.7
MVZ,135494,-108.14806,28.56806,Picoides,villosus,52.7
MVZ,174142,-115.9594,48.2479,Picoides,villosus,67.4
KU,34177,-98.582322,38.1942228,Picoides,villosus,63.9
MSB,41033,-109.04635,36.25485,Picoides,villosus,62.5
CUMV,55108,-76.496727,42.440786,Picoides,villosus,62.6
DMNS,44855,-103.9333,44.4833,Picoides,villosus,81
DMNS,45160,-103.95,44.23333,Picoides,villosus,63.5
DMNS,45360,-110.43045,46.7413833333,Picoides,villosus,68
DMNS,45371,-111.0448666667,46.9036666667,Picoides,villosus,71
DMNS,45376,-111.0448666667,46.9036666667,Picoides,villosus,76
DMNS,45452,-111.8733333333,46.7915333333,Picoides,villosus,68
DMNS,45159,-103.95,44.23333,Picoides,villosus,75
UMMZ,107853,-119.9193631,48.4448039,Picoides,villosus,68.3
