Genus,Species,Subspecies,Collection,Collection Name,Catalog,Locality,Locality2,Country,Sex,Age,Right.wing.chord,Tail.length,Culmen.length,Bill.depth..base.of.feathers.on.mandible.,Bill.width..base.of.feathers.on.maxilla.,Left.Tarsus,Notes / Existing Damage Precluding Measurements
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1939.10.12.49,Didinga Mts.,Didinga Mts,Sudan,Male,Adult,55,42,13.67,3.14,4.42,11.79,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1939.10.2.46,Didinga Mts.,Didinga Mts,Sudan,Male,Adult,55,43,13.84,2.78,4.3,13.32,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1939.10.3.257,Didinga Mts.,Didinga Mts,Sudan,Male,Adult,54,37,13.11,3,4.38,12.5,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1939.10.3.258,Imatong Mts.,Imatong Mts,Sudan,Male,Adult,56,41,13.46,3.06,4.52,12.04,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1939.10.3.259,Imatong Mts.,Imatong Mts,Sudan,Male,Adult,54,40,14.54,3,4.38,13.52,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1946.6.5,Didinga Mts.,Didinga Mts,Sudan,Male,Adult,56,40,14.85,2.69,4.31,,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1947.100.303,Didinga Mts.,Didinga Mts,Sudan,Male,Adult,54,41,13.43,2.85,4.23,11.66,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1947.100.304,Didinga Mts.,Didinga Mts,Sudan,Male,Adult,53,44,15.41,3.21,4.35,13.63,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1947.100.306,Imatong Mts.,Imatong Mts,Sudan,Male,Adult,59,42,14.7,2.89,4.16,11.78,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1901.2.22.919,Fort Smith,Fort Smith,Uganda,Male,Adult,55,43,16.44,2.81,4.88,12.42,Left leg
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1904.11.20.332,Rwenzori Mts.,Rwenzori Mts,Uganda,Male,Adult,56,43,13.6,2.89,3.7,12.65,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1906.12.23.685,Rwenzori Mts.,Rwenzori Mts,Uganda,Male,Adult,51,37,12.62,2.73,4.7,12.25,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1906.12.23.688,Rwenzori Mts.,Rwenzori Mts,Uganda,Male,Adult,56,41,14.45,2.5,4.27,13.3,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1906.12.23.689,Rwenzori Mts.,Rwenzori Mts,Uganda,Male,Adult,56,37,14.52,2.63,4.46,12.73,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1906.12.23.690,Rwenzori Mts.,Rwenzori Mts,Uganda,Male,Adult,57,42,14.62,3.04,4.54,12.15,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1906.12.23.x.2200,Rwenzori Mts.,Rwenzori Mts,Uganda,Male,Adult,56,43,14.06,3.15,4.59,12.3,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1910.12.26.405,Mt. Elgon,Mt Elgon,Uganda,Male,Adult,55,45,14.63,2.97,4.34,12.61,
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1910.12.26.406,Mt. Elgon,Mt Elgon,Uganda,Male,Adult,53,40,15.27,2.64,4.42,11.97,Left leg
Cinnyris,reichenowi,reichenowi,NHMUK,Natural History Museum of the United Kingdom,1934.1.17.32,Kigezi,Kigezi,Uganda,Male,Adult,55,43,13.25,2.88,3.64,11.9,
Cinnyris,reichenowi,genderuensis,RMCA,Royal Museum for Central Africa,75-3-A-462,Tello,Adamawa,Cameroon,Female,Adult,52,34,14.3,2.42,4.41,11.86,Left leg
Cinnyris,reichenowi,genderuensis,RMCA,Royal Museum for Central Africa,75-3-A-532,Tello,Adamawa,Cameroon,Female,Adult,51,34,14.99,3.02,4.36,12.19,
Cinnyris,reichenowi,genderuensis,RMCA,Royal Museum for Central Africa,75-3-A-704,Tello,Adamawa,Cameroon,Female,Adult,50,32,14.92,2.56,4.06,11.96,
Cinnyris,reichenowi,genderuensis,RMCA,Royal Museum for Central Africa,75-3-A-438,Tello,Adamawa,Cameroon,Male,Adult,57,42,16.49,2.87,4.43,14.31,Left leg
Cinnyris,reichenowi,genderuensis,RMCA,Royal Museum for Central Africa,75-3-A-451,Tello,Adamawa,Cameroon,Male,Adult,57,43,14.84,2.82,4.36,13.56,
Cinnyris,reichenowi,genderuensis,RMCA,Royal Museum for Central Africa,75-3-A-522,Tello,Adamawa,Cameroon,Male,Adult,56,37,14.89,2.85,4.33,14.51,
Cinnyris,reichenowi,genderuensis,RMCA,Royal Museum for Central Africa,75-3-A-660,Tello,Adamawa,Cameroon,Male,Adult,55,40,14.54,2.42,3.9,12.01,
Cinnyris,reichenowi,genderuensis,RMCA,Royal Museum for Central Africa,75-3-A-727,Tello,Adamawa,Cameroon,Male,Adult,53,41,14.48,2.47,4.4,12.75,Left leg
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,83152,Bururi,Nyungwe,Burundi,Female,Adult,,,,,,,Not measured
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,3005,Rwenzori Mts.,Rwenzori Mts,DRC,Female,Adult,50,33,13.72,2.87,4.27,13.41,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,42169,Nioka,Nioka,DRC,Female,Adult,50,33,13.8,2.43,4.5,12.12,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,42823,Nioka,Nioka,DRC,Female,Adult,48,33,13.32,2.72,3.72,11.66,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,78839,Mt. Kabobo,Mt Kabobo,DRC,Female,Adult,52,39,14.09,2.41,3.7,12.46,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,98858,Rwenzori Mts.,Rwenzori Mts,DRC,Female,Adult,51,35,13.72,2.76,4,11.81,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,98859,Rwenzori Mts.,Rwenzori Mts,DRC,Female,Adult,52,35,16.69,2.69,4.38,10.85,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,98860,Rwenzori Mts.,Rwenzori Mts,DRC,Female,Adult,49,37,15.82,2.73,4.09,11.09,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,74-44-A-1178,Foret de Rugege,Nyungwe,Rwanda,Female,Adult,52,31,13.92,2.86,4.31,14,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,74-44-A-1198,Foret de Rugege,Nyungwe,Rwanda,Female,Adult,45,33,12.81,2.36,4.23,12.92,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,2994,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,57,42,12.35,2.59,3.91,12.17,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,2996,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,54,40,14.69,2.95,4.49,10.34,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,29581,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,56,42,13.28,2.83,4.04,13.26,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,29582,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,53,38,14.75,2.7,4.43,12.6,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,42122,Nioka,Nioka,DRC,Male,Adult,53,41,13.91,2.66,4.02,10.99,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,42123,Nioka,Nioka,DRC,Male,Adult,52,43,14.46,2.49,4.12,14.14,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,58633,Wago,Wago,DRC,Male,Adult,56,39,,2.65,4.63,13.54,Left leg
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,63067,Ile Idjur (Lac Kivu),Idjwa Island,DRC,Male,Adult,55,40,13.96,,4.72,12.63,Hard to read Prigogine script
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,63068,Ile Idjur (Lac Kivu),Idjwa Island,DRC,Male,Adult,53,41,14.08,2.73,4.24,12.64,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,73195,E Tembo (Ituri),Ituri,DRC,Male,Adult,62,39,13.07,2.7,4.08,12.25,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,73801,Mt. Kabobo,Mt Kabobo,DRC,Male,Adult,54,43,14.38,2.68,3.66,14.21,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,74354,Nioka,Nioka,DRC,Male,Adult,54,38,13.28,2.73,4.03,11.42,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,76958,Mt. Kabobo,Mt Kabobo,DRC,Male,Adult,55,40,13.75,2.4,4.41,13.04,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,98862,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,55,40,15.1,3.07,4.62,13.3,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,98863,Rwenzori Mts.,Rwenzori Mts,DRC,Male,Adult,55,42,14.85,2.98,4.89,11.38,
Cinnyris,reichenowi,reichenowi,RMCA,Royal Museum for Central Africa,76-66-A-1183,Mt. Aboro (Ituri),Ituri,DRC,Male,Adult,57,42,14.34,2.65,4.37,12.36,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.697,Bioko,Bioko,Equatorial Guinea,Female,Adult,52,35,15.53,2.66,4.54,12.8,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.962,Bioko,Bioko,Equatorial Guinea,Female,Adult,54,36,16.12,2.66,4.63,13.62,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.963,Bioko,Bioko,Equatorial Guinea,Female,Adult,54,35,16.46,2.66,4.45,13.32,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.964,Bioko,Bioko,Equatorial Guinea,Female,Immature,51,30,,,,,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.965,Bioko,Bioko,Equatorial Guinea,Female,Adult,51,33,16.89,3.14,4.56,13.57,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.968,Bioko,Bioko,Equatorial Guinea,Female,Adult,52,34,15.62,2.64,4.72,13.33,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.949,Bioko,Bioko,Equatorial Guinea,Male,Adult,56,38,17.36,2.87,5.08,14.59,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.95,Bioko,Bioko,Equatorial Guinea,Male,Adult,57,39,17.55,2.97,5.1,15.07,Specimen number ends in 0
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.951,Bioko,Bioko,Equatorial Guinea,Male,Adult,54,38,17.36,2.87,4.73,14.22,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.952,Bioko,Bioko,Equatorial Guinea,Male,Adult,55,39,17.51,3.02,5.19,16.2,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.953,Bioko,Bioko,Equatorial Guinea,Male,Adult,57,44,17.5,2.98,4.9,13.95,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.954,Bioko,Bioko,Equatorial Guinea,Male,Adult,59,44,,2.94,4.71,14.59,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.955,Bioko,Bioko,Equatorial Guinea,Male,Adult,59,45,17.02,2.95,5.09,14.5,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.956,Bioko,Bioko,Equatorial Guinea,Male,Adult,57,40,16.73,2.83,4.85,14.34,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.957,Bioko,Bioko,Equatorial Guinea,Male,Adult,57,42,17.5,3.02,5.13,14.68,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.958,Bioko,Bioko,Equatorial Guinea,Male,Adult,57,42,16.32,3.12,4.97,14.96,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.959,Bioko,Bioko,Equatorial Guinea,Male,Adult,56,41,16.74,2.66,5.09,14.1,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.96,Bioko,Bioko,Equatorial Guinea,Male,Adult,58,46,16.76,3.19,4.76,12.66,Specimen number ends in 0
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,63.961,Bioko,Bioko,Equatorial Guinea,Male,Adult,59,41,17.28,2.86,4.75,13.89,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1163,Bioko,Bioko,Equatorial Guinea,Male,Adult,58,44,16.94,2.91,4.94,15.5,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1164,Bioko,Bioko,Equatorial Guinea,Male,Adult,58,46,16.65,2.91,5.07,15.37,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1165,Bioko,Bioko,Equatorial Guinea,Male,Adult,58,46,17.25,,4.91,14.61,
Cinnyris,reichenowi,parvirostris,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1166,Bioko,Bioko,Equatorial Guinea,Male,Adult,57,43,17.38,3.09,4.56,14.85,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1157,Mt. Kupe,Mt Kupe,Cameroon,Femae,Adult,52,35,15.63,2.92,4.51,14.99,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,65.1159,Mt. Oku,Mt Oku,Cameroon,Female,Adult,51,38,18.22,3.09,4.88,13.38,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,67.1072,Mt. Cameroon,Mt Cameroon,Cameroon,Female,Adult,56,43,17.6,2.81,5.23,14.54,Left leg
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,67.1073,Mt. Cameroon,Mt Cameroon,Cameroon,Female,Adult,56,39,16.61,2.94,5.07,13.73,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1158,Mt. Manengouba,Mt Manengouba,Cameroon,Female,Adult,52,32,14.45,2.71,4.44,13.67,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.116,Banso-Gebriet,Bamenda Highlands,Cameroon,Female,Adult,54,37,15.57,2.93,4.51,13.31,Specimen number ends in 0
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1161,Mt. Oku,Mt Oku,Cameroon,Female,Adult,52,37,15.57,2.77,4.54,12.53,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1162,Bambui near Bamenda,Bamenda Highlands,Cameroon,Female,Adult,53,32,14.68,3.01,4.83,12.79,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,83.67,Mt. Cameroon,Mt Cameroon,Cameroon,Female,Adult,57,36,17.94,3.24,5.24,15.39,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,61.1068,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,60,44,19.65,3.05,5.28,16.49,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,61.1069,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,59,44,17.69,2.88,5.69,15.47,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,61.1070`,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,60,44,18.75,3.01,5.32,14.02,Specimen number ends in 0
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,61.1071,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,60,42,19.79,3,5.66,15.96,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1137,Mt. Manengouba,Mt Manengouba,Cameroon,Male,Adult,58,39,18.51,2.65,5.24,15.16,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1138,Mt. Manengouba,Mt Manengouba,Cameroon,Male,Adult,60,44,,,4.61,15.44,Left leg
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1139,Mt. Manengouba,Mt Manengouba,Cameroon,Male,Adult,60,40,17.6,3.11,4.96,14.89,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1140`,Mt. Manengouba,Mt Manengouba,Cameroon,Male,Adult,60,45,17.08,3.07,4.88,13.71,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1141,Mt. Manengouba,Mt Manengouba,Cameroon,Male,Adult,58,43,17.24,3.11,5.01,13.86,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1142,Mt. Manengouba,Mt Manengouba,Cameroon,Male,Adult,57,43,17.19,3.05,4.7,13.33,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1143,Mt. Oku,Mt Oku,Cameroon,Male,Adult,57,43,17.57,2.86,4.69,14.68,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1144,Mt. Oku,Mt Oku,Cameroon,Male,Adult,57,44,16.74,3,4.74,14.49,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1145,Mt. Oku,Mt Oku,Cameroon,Male,Adult,59,43,19.26,3.27,5.12,14.42,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1146,Mt. Oku,Mt Oku,Cameroon,Male,Adult,58,42,17.26,2.84,4.96,14.18,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1147,Mt. Oku,Mt Oku,Cameroon,Male,Adult,60,46,17.93,,4.65,15.89,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1148,Mt. Oku,Mt Oku,Cameroon,Male,Adult,57,41,18.25,2.93,4.61,14.05,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1149,Mt. Oku,Mt Oku,Cameroon,Male,Adult,60,46,18,2.88,4.74,15.81,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.115,Mt. Oku,Mt Oku,Cameroon,Male,Adult,60,42,17.04,2.96,4.97,14.31,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1151,Mt. Oku,Mt Oku,Cameroon,Male,Adult,57,44,17.57,3.01,4.94,14.56,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1152,Mt. Oku,Mt Oku,Cameroon,Male,Adult,57,44,17.51,2.93,4.92,13.37,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1153,Mt. Oku,Mt Oku,Cameroon,Male,Adult,59,48,17.05,2.77,4.61,15.1,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1154,Mt. Oku,Mt Oku,Cameroon,Male,Adult,61,42,17.63,2.97,4.92,14.57,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1155,Mt. Oku,Mt Oku,Cameroon,Male,Adult,60,41,17.26,2.8,4.79,14.38,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1156,Bambui near Bamenda,Bamenda Highlands,Cameroon,Male,Adult,59,43,16.33,3.55,5.17,13.62,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1167,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,58,41,18.68,3.09,4.92,15.61,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,68.1168,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,60,40,17.94,2.92,4.58,14.45,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,74.226,Bambui near Bamenda,Bamenda Highlands,Cameroon,Male,Adult,59,43,17.16,2.79,4.65,12.98,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,74.227,Bambui near Bamenda,Bamenda Highlands,Cameroon,Male,Adult,61,42,17.34,2.77,4.59,13.64,
Cinnyris,reichenowi,preussi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,74.228,Bambui near Bamenda,Bamenda Highlands,Cameroon,Male,Adult,59,42,15.83,2.85,4.78,12.56,
Cinnyris,reichenowi,reichenowi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,78.188,Imatong Mts.,Imatong Mts,South Sudan,Female,Adult,50,33,13.69,2.58,4.5,12.06,
Cinnyris,reichenowi,reichenowi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,78.189,Imatong Mts.,Imatong Mts,South Sudan,Female,Adult,51,35,14.87,2.56,4.45,11.86,
Cinnyris,reichenowi,reichenowi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,66.958,Lwiro,Lwiro,DRC,Male,Adult,54,37,14.11,2.95,4.4,11.53,
Cinnyris,reichenowi,reichenowi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,26.8.68,Lwiro; Sumpfant Pennisetum,Lwiro,DRC,Male,Adult,53,37,14.4,2.87,4.42,12.89,
Cinnyris,reichenowi,reichenowi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,6.9.68,Lwiro,Lwiro,DRC,Male,Adult,56,44,14.13,2.53,4.36,12.34,
Cinnyris,reichenowi,reichenowi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,78.181,Imatong Mts.,Imatong Mts,South Sudan,Male,Adult,54,38,14.64,2.62,4.61,13.1,
Cinnyris,reichenowi,reichenowi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,78.182,Imatong Mts.,Imatong Mts,South Sudan,Male,Adult,53,37,14.48,2.51,4.46,11.86,
Cinnyris,reichenowi,reichenowi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,78.183,Imatong Mts.,Imatong Mts,South Sudan,Male,Adult,55,42,14.4,2.54,4.45,12.96,
Cinnyris,reichenowi,reichenowi,ZFMK,Zoologisches Forschungsmuseum Alexander Koenig,78.184,Nugishot,Nugishot,Sudan,Male,Adult,53,41,14.87,2.66,4.4,12.99,
Cinnyris,reichenowi,genderuensis,ZMB,Museum für Naturkunde,49/252,Genderu Mts,Genderu,Cameroon,Male,Adult,61,42,15.09,1.87,4.29,13.37,TYPE GENDERUENSIS
Cinnyris,reichenowi,genderuensis,ZMB,Museum für Naturkunde,75/78,Genderu Mts,Genderu,Cameroon,Male,Adult,57,37,,,,13.7,
Cinnyris,reichenowi,genderuensis,ZMB,Museum für Naturkunde,75/80,Yaounde,Yaounde,Cameroon,Male,Adult,56,38,15.97,2.85,4.76,13.19,
Cinnyris,reichenowi,genderuensis,ZMB,Museum für Naturkunde,75/99,Meiganga,Adamawa,Cameroon,Male,Adult,54,42,15.81,2.56,4.64,13.61,
Cinnyris,reichenowi,parvirostris,ZMB,Museum für Naturkunde,47/71,Pico Basile,Bioko,Equatorial Guinea,Male,Adult,57,42,17.15,2.7,5.01,11.65,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/87,Mt. Cameroon,Mt Cameroon,Cameroon,Female,Juvenile,,,,,,,Juvenile; unable to measure bill
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/91,Mt. Cameroon,Mt Cameroon,Cameroon,Female,Adult,56,40,,3.28,5.31,13.88,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,29513,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,61,39,17.89,3.13,5.29,14.12,TYPE PREUSSI
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,2000/16372,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,58,44,,,5.2,14.34,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,2000/16373,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,61,,,,4.74,13.54,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,2000/16375,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Juvenile,,,,,,,Juvenile; unable to obtain many measurements due to condition
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,55/465,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,57,44,18.17,3.11,4.7,13.01,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,55/466,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,58,45,,2.94,5.46,14.39,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,74/95,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,59,49,,3.17,4.95,13.83,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/77,Bamenda,Bamenda Highlands,Cameroon,Male,Adult,61,45,15.83,3.45,5.15,12.29,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/81,Bamessi,Bamenda Highlands,Cameroon,Male,Adult,59,43,16.11,2.94,4.39,14.11,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/82,Banso Mts.,Bamenda Highlands,Cameroon,Male,Adult,61,45,15.07,3.02,4.38,10.5,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/83,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Immature,57,37,,2.83,5.26,12.58,
