Genus,Species,Subspecies,Collection,Collection Name,Catalog,Locality,Locality2,Country,Sex,Age,Right.wing.chord,Tail.length,Culmen.length,Bill.depth..base.of.feathers.on.mandible.,Bill.width..base.of.feathers.on.maxilla.,Left.Tarsus,Notes / Existing Damage Precluding Measurements
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/84,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Immature,56,39,,,4.56,12.74,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/88,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Immature,56,37,,2.98,4.96,13.44,Unable to measure bill
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/89,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Immature,55,34,16.85,2.72,5.07,13.42,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/90,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Immature,53,32,18.74,2.76,4.65,13.48,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/93,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Immature,60,43,,3.22,5.19,13.9,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/95,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Adult,57,42,18.01,3.34,5.03,11.92,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/96,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Immature,55,36,18.41,2.89,4.92,,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/97,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Immature,56,42,,2.89,4.76,13.65,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/98,Mt. Cameroon,Mt Cameroon,Cameroon,Male,Immature,56,38,17.46,2.98,4.94,13,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/85,Mt. Cameroon,Mt Cameroon,Cameroon,,Juvenile,,,,,,,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/86,Mt. Cameroon,Mt Cameroon,Cameroon,,Juvenile,,,,,,,
Cinnyris,reichenowi,preussi,ZMB,Museum für Naturkunde,75/92,Mt. Cameroon,Mt Cameroon,Cameroon,,,,,,,,,Unable to measure bill
Cinnyris,reichenowi,reichenowi,ZMB,Museum für Naturkunde,2000/12255,Nyiragongo,Nyiragongo,DRC,Female,Adult,57,42,15.72,2.78,4.56,12.21,
Cinnyris,reichenowi,reichenowi,ZMB,Museum für Naturkunde,2000/7958,Southern Kivu,Kivu Highlands,DRC,Male,Adult,55,39,,,,,
Cinnyris,reichenowi,reichenowi,ZMB,Museum für Naturkunde,2000/7983,Southern Kivu,Kivu Highlands,DRC,Male,Adult,52,40,13.12,,4.17,11.8,
Cinnyris,reichenowi,reichenowi,ZMB,Museum für Naturkunde,2000/7984,Southern Kivu,Kivu Highlands,DRC,Male,Adult,53,36,13.3,2.63,4.3,10.9,
Cinnyris,reichenowi,reichenowi,ZMB,Museum für Naturkunde,31769,Angata Anyuk,Angata Anyuk,Kenya,Male,Adult,55,38,13.15,2.9,4.46,12.19,
Cinnyris,reichenowi,Unknown,ZMB,Museum für Naturkunde,75/79,Bangwa,Bangwa Highlands,Cameroon,Male,Adult,55,40,14.82,2.57,4.55,12.74,
Cinnyris,reichenowi,Unknown,ZMB,Museum für Naturkunde,2000/7987,,Unknown,,Male,Adult,59,38,15.53,2.76,3.97,12.3,
